,time,measurement,value
146,1641920647.4483676,control_command,"[0.0925576239824295, -0.2653672993183136]"
147,1641920647.4483676,V,8.072367668151855
148,1641920647.548206,state_est_mean,"[-1.8937413692474365, 0.44819116592407227, -0.3509787917137146]"
149,1641920647.548206,state_est_cov,"[[2.929754373326432e-05, 2.848155054380186e-05, 5.59442923986353e-05], [2.848155054380186e-05, 4.892552169621922e-05, 8.711118425708264e-05], [5.59442923986353e-05, 8.711118425708264e-05, 0.002428159350529313]]"
150,1641920647.548206,control_command,"[0.09243770688772202, -0.294752836227417]"
151,1641920647.548206,V,8.029050827026367
152,1641920647.6474605,state_est_mean,"[-1.8836761713027954, 0.44570648670196533, -0.3714194595813751]"
153,1641920647.6474605,state_est_cov,"[[2.9604283554363064e-05, 2.8550957722472958e-05, 5.6820401368895546e-05], [2.8550955903483555e-05, 4.889612318947911e-05, 8.739207260077819e-05], [5.6820401368895546e-05, 8.73920798767358e-05, 0.002435835776850581]]"
154,1641920647.6474605,control_command,"[0.09199651330709457, -0.3837338387966156]"
155,1641920647.6474605,V,7.981196880340576
156,1641920647.7475688,state_est_mean,"[-1.8742990493774414, 0.44554904103279114, -0.3980660140514374]"
157,1641920647.7475688,state_est_cov,"[[2.9909369914093986e-05, 2.8619004297070205e-05, 5.772906661150046e-05], [2.86190024780808e-05, 4.8938876716420054e-05, 8.77372149261646e-05], [5.772906297352165e-05, 8.77372149261646e-05, 0.0024435031227767467]]"
158,1641920647.7475688,control_command,"[0.09128370136022568, -0.4941473603248596]"
159,1641920647.7475688,V,7.945603847503662
160,1641920647.8481226,state_est_mean,"[-1.8678416013717651, 0.4411155879497528, -0.453057199716568]"
161,1641920647.8481226,state_est_cov,"[[3.0204129870980978e-05, 2.8676524379989132e-05, 5.8681704103946686e-05], [2.8676524379989132e-05, 4.892209835816175e-05, 8.788915874902159e-05], [5.868170046596788e-05, 8.788915874902159e-05, 0.0024509504437446594]]"
162,1641920647.8481226,control_command,"[0.0911395251750946, -0.5135120153427124]"
163,1641920647.8481226,V,7.91317081451416
164,1641920647.948087,state_est_mean,"[-1.8619736433029175, 0.4372844099998474, -0.49829190969467163]"
165,1641920647.948087,state_est_cov,"[[3.0471868740278296e-05, 2.877821316360496e-05, 5.998125925543718e-05], [2.877821316360496e-05, 4.9079713789978996e-05, 8.825549593893811e-05], [5.998125561745837e-05, 8.825549593893811e-05, 0.0024588729720562696]]"
166,1641920647.948087,control_command,"[0.09065789729356766, -0.5732871890068054]"
167,1641920647.948087,V,7.885682106018066
168,1641920648.0484135,state_est_mean,"[-1.8556582927703857, 0.43069204688072205, -0.5438684225082397]"
169,1641920648.0484135,state_est_cov,"[[3.072924664593302e-05, 2.8909658794873394e-05, 6.13590091234073e-05], [2.8909660613862798e-05, 4.9310441681882367e-05, 8.866810821928084e-05], [6.135901639936492e-05, 8.866811549523845e-05, 0.0024669175036251545]]"
170,1641920648.0484135,control_command,"[0.0897345319390297, -0.6724888682365417]"
171,1641920648.0484135,V,7.851163864135742
172,1641920648.1481001,state_est_mean,"[-1.8450696468353271, 0.42950567603111267, -0.5934510231018066]"
173,1641920648.1481001,state_est_cov,"[[3.100297908531502e-05, 2.907924135797657e-05, 6.277131615206599e-05], [2.9079244995955378e-05, 4.968739449395798e-05, 8.913955389289185e-05], [6.277131615206599e-05, 8.913954661693424e-05, 0.002475193701684475]]"
174,1641920648.1481001,control_command,"[0.08456680178642273, -1.0585530996322632]"
